134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	131.047	131.486	134.346	134.346	129.517	133.029	132.448	132.448	132.306	132.306	131.654	131.654	130.634	130.634	130.634	129.827	129.685	128.807	128.807	128.439	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.439	128.439	129.317	129.317	130.492	130.124	129.756	130.124	131.738	131.738	132.545	132.545	131.073	132.545	132.248	132.984	132.984	133.21	132.558	132.416	132.416	132.416	132.558	132.558	132.997	132.997	134.314	134.314	134.088	134.088	134.895	134.895	135.037	132.984	130.576	128.523	128.155	128.523	128.523	128.523	128.82	128.82	128.013	128.013	128.013	128.013	127.645	127.645	128.013	129.698	132.261	134.314	133.068	132.261	131.893	130.208	130.208	129.401	128.523	128.155	127.716	127.716	127.716	128.084	128.523	129.911	130.492	131.88	132.319	132.319	132.319	132.319	133.126	133.126	133.126	133.126	134.372	132.39	134.811	134.811	134.811	134.811	134.372	133.126	133.126	131.88	130.634	128.581	128.439	128	128.142	128.142	129.827	130.634	131.88	131.073	134.372	133.268	131.654	130.408	130.408	130.408	130.408	130.408	129.827	129.827	128.807	128.807	128.807	128.807	127.858	127.858	127.858	129.685	132.532	134.359	133.113	132.306	132.532	130.479	130.408	129.317	129.317	129.388	131.641	131.486	133.242	133.158	134.404	134.249	134.972	135.114	130.143	134.972	134.83	134.83	135.056	135.056	134.914	134.914	134.843	134.843	135.069	135.069	135.069	135.069	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	135.069	
134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.12	131.486	133.907	134.346	133.029	133.029	132.448	132.448	132.306	132.532	131.512	131.654	130.634	130.634	130.634	129.827	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.439	128.439	129.317	129.685	130.492	130.492	129.756	129.756	131.738	131.738	132.545	132.545	132.545	132.545	132.984	132.984	132.984	133.21	132.558	132.416	132.416	132.416	132.558	132.558	132.997	133.068	134.314	134.314	134.088	134.088	134.895	134.895	135.037	132.984	130.35	128.523	128.523	128.523	128.155	128.523	128.82	128.82	128.82	128.013	128.013	128.013	128.013	128.013	127.645	128.962	132.261	133.068	133.068	130.789	130.35	129.472	129.033	129.033	128.523	128.155	127.716	127.716	127.716	128.084	128.523	128.665	130.492	131.88	131.88	132.319	132.319	132.319	132.319	133.126	133.126	133.126	134.372	134.372	134.372	132.39	134.811	134.372	134.372	133.126	131.951	130.634	130.634	128.581	128.581	128	128.142	128.142	129.827	130.634	131.88	131.073	133.126	133.268	130.634	130.479	130.408	130.408	130.408	130.408	129.827	129.827	128.807	128.807	128.807	128.807	127.858	127.858	127.858	129.685	131.512	131.512	133.113	132.532	131.725	130.408	129.969	129.969	129.53	129.53	130.395	131.783	132.435	133.016	133.158	134.249	134.972	135.114	134.972	130.582	131.318	134.83	135.056	133.3	134.914	134.914	134.843	134.843	135.069	135.069	135.069	135.069	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	135.069	
134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.346	134.785	133.907	134.346	132.151	133.029	133.255	132.448	132.306	130.634	130.634	130.634	130.634	130.634	129.827	129.827	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.439	129.317	129.685	129.685	129.685	129.756	130.492	131.738	131.738	131.738	131.738	132.545	132.545	132.545	132.545	132.984	133.21	132.261	131.751	131.751	131.751	132.558	132.558	132.261	132.261	133.068	133.21	133.21	133.21	134.23	134.23	134.23	132.984	130.35	129.911	129.175	129.175	129.175	129.543	129.769	128.523	128.523	128.523	128.523	128.523	128.452	128.452	128.82	129.698	131.822	132.403	132.403	131.596	130.492	129.614	129.911	129.911	128.665	127.858	127.858	127.858	127.858	127.858	127.858	128.665	130.492	130.634	130.634	131.88	131.88	131.88	131.88	132.319	132.319	132.319	131.512	133.126	133.126	131.512	133.636	133.126	133.126	133.126	132.319	130.634	130.634	128.581	128.581	128.142	128.142	128.142	129.827	130.634	131.88	132.319	133.126	133.268	131.654	131.725	131.725	131.725	130.266	130.408	129.827	129.827	129.827	129.827	128.807	128.807	128.807	128.807	127.858	129.685	131.073	132.971	132.532	131.654	130.408	129.827	129.827	128.723	128.723	129.672	129.814	130.395	131.486	132.435	133.016	134.107	134.83	134.972	134.972	134.972	134.83	134.83	133.3	131.983	134.914	134.914	134.843	134.843	135.069	135.069	135.069	135.069	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	135.069	
134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	133.468	129.956	134.346	134.346	134.275	133.029	133.255	132.306	132.532	131.725	131.654	129.756	130.634	130.634	129.827	129.827	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	129.317	129.317	129.317	129.685	130.492	130.492	131.738	131.738	131.738	131.738	132.545	132.545	132.545	132.545	132.984	130.931	130.35	131.751	131.751	131.015	131.086	132.261	132.261	132.403	133.21	133.21	133.21	132.984	133.862	134.23	134.23	132.984	131.738	130.492	130.35	129.756	130.35	129.614	129.614	129.769	129.033	128.155	129.033	128.155	128.82	128.82	128.82	129.769	131.596	131.596	131.596	130.35	130.35	129.911	129.911	128.665	128.665	127.858	127.858	127.858	127.858	127.858	127.858	128	129.685	129.827	130.634	130.634	130.634	130.634	131.88	131.88	131.88	131.073	131.073	132.319	131.512	133.126	131.512	133.126	133.126	132.319	131.88	129.756	129.827	128.439	128.142	128.142	128.142	128.142	128.439	129.827	130.634	131.88	132.319	131.512	132.532	130.634	131.654	131.725	131.654	130.408	130.634	129.827	129.827	129.317	129.317	128.807	128.807	128.807	128.665	129.685	131.654	132.532	130.634	130.634	129.827	128.581	128.439	128.142	128.439	128.723	128.439	129.814	129.827	131.486	132.435	133.016	134.249	134.972	134.972	131.757	134.83	134.83	133.3	135.056	134.914	134.914	134.843	134.843	135.069	135.069	135.069	135.069	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.191	
134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	130.834	134.785	130.253	134.275	134.133	134.133	133.113	132.306	132.532	130.634	130.266	130.408	130.634	129.827	129.685	129.317	128.807	128.439	128.439	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	129.317	129.685	129.685	129.685	129.685	129.685	130.492	130.492	131.738	131.738	131.738	131.738	132.545	132.545	132.545	132.403	131.822	129.472	129.472	129.472	131.454	131.822	131.822	131.596	132.403	132.545	132.984	132.984	132.984	131.512	131.512	133.126	132.319	131.88	131.738	131.88	130.634	130.634	131.738	129.614	130.35	129.911	130.35	129.911	129.769	129.769	129.769	129.769	130.35	130.35	130.35	129.911	129.911	129.911	129.175	128.297	128.665	128.665	127.858	127.858	127.858	127.858	127.419	128	128.807	128.581	129.827	129.827	129.827	129.827	130.634	130.634	130.634	131.88	130.634	131.88	131.073	132.319	132.319	132.319	132.461	131.654	131.654	130.266	129.969	128.439	127.916	127.916	127.916	127.916	128.723	129.317	130.408	131.654	131.654	132.461	132.532	132.532	132.532	131.725	131.725	130.479	130.408	130.408	130.634	129.827	129.827	129.827	129.685	128.807	128.807	129.685	131.654	131.654	131.88	130.634	129.685	128.807	127.858	127.193	128	128	128.581	129.672	130.621	131.641	131.783	132.435	129.717	134.83	134.83	135.056	135.056	135.056	130.085	134.914	134.914	134.914	134.843	134.843	135.069	135.069	135.069	135.069	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.191	
134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	130.692	135.082	134.062	134.133	133.113	132.306	132.532	130.634	129.756	129.898	129.827	129.827	129.685	128.439	128.439	128.439	128.439	128.439	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	129.685	129.685	129.685	129.685	129.685	129.685	130.492	130.492	131.738	131.738	131.738	131.738	132.545	132.545	132.177	130.634	131.596	130.576	130.576	130.576	130.35	130.492	131.596	131.738	132.545	132.545	132.984	133.126	131.951	133.126	133.126	133.126	133.268	133.268	133.268	133.268	133.268	132.319	132.319	131.738	131.738	131.596	131.596	130.35	130.576	129.769	129.769	129.911	129.911	129.911	129.911	129.911	129.911	129.911	128.665	128.665	128.665	128.665	128.665	127.858	127.858	127.858	127.419	127.193	128.142	128.581	128.581	128.581	128.581	129.827	129.827	129.827	130.634	130.634	130.634	131.88	131.88	131.88	131.88	131.88	131.654	130.408	130.408	129.969	129.969	128.439	128.723	127.916	127.845	127.916	128.723	129.969	129.969	130.408	130.634	131.654	132.532	132.532	132.532	132.532	132.532	131.725	131.654	130.408	130.634	130.634	130.634	129.827	129.685	129.685	129.685	129.685	130.634	130.408	130.634	129.685	128.665	127.858	127.858	127.858	127.716	127.858	128	128.581	129.672	129.756	130.621	132.59	134.404	133.739	134.178	130.227	133.3	135.056	134.914	134.914	134.914	134.914	134.843	134.843	135.069	135.069	135.069	135.069	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	135.069	
134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	131.57	135.96	135.96	135.082	134.94	134.133	133.113	132.306	131.073	131.654	129.756	129.317	129.685	128.439	128.297	128.665	128.439	128.439	128.439	128.807	128.807	128.807	128.807	128.807	128.439	128.439	128.439	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.807	129.685	129.317	129.317	129.317	130.492	130.492	130.634	130.634	130.634	131.002	131.809	131.738	131.596	130.35	130.35	130.35	131.596	131.738	131.002	130.634	132.545	132.319	133.126	133.268	133.268	131.951	131.512	133.268	135.024	135.024	135.024	135.024	134.217	134.146	134.146	133.126	133.126	132.545	131.073	131.002	131.596	130.35	130.35	129.175	128.297	128.807	128.807	128.807	129.685	129.685	129.685	129.685	129.685	128.807	128.807	128	128	128	127.632	127.193	128.142	128.142	128.142	128.142	128.142	128.51	128.439	128.439	129.827	129.317	129.827	130.634	130.634	130.634	130.634	130.634	130.408	130.408	130.408	129.969	129.969	128.723	128.723	128.439	128.439	128.723	129.969	129.969	129.317	129.969	129.756	131.654	132.532	133.113	133.113	132.306	132.532	132.532	132.532	131.725	131.654	130.408	130.634	130.634	130.634	130.634	130.492	130.492	130.634	129.756	129.685	128.807	127.858	127.277	127.277	127.348	126.328	127.277	127.419	128	128.581	129.969	130.408	131.641	134.262	130.085	134.914	134.914	134.914	134.914	134.404	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	135.069	
134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	135.592	136.767	136.767	131.06	135.96	134.94	134.133	134.359	132.532	132.461	129.756	130.634	129.827	128.807	128	127.858	127.858	128.439	128.807	128.807	128.807	128.807	128.807	128.807	128.807	128.439	128.439	128.439	128.439	128.807	128.807	128.807	128.807	128.807	128.807	128.439	128.439	129.685	129.685	129.685	129.317	130.492	130.492	131.738	131.738	131.738	131.738	132.545	131.738	131.596	130.35	130.35	130.492	130.634	130.634	131.738	132.319	132.319	132.461	133.268	133.268	133.268	133.268	133.268	134.217	136.044	136.625	136.625	136.186	136.044	135.024	135.024	134.146	134.146	133.126	133.126	132.545	132.403	131.596	131.596	130.35	128.439	128	128.807	128.807	129.685	129.685	130.124	129.756	130.492	129.685	129.685	128.439	128.439	128	128	127.193	128.142	128.142	128.142	128.142	128.142	128	128.439	128.439	129.827	129.827	129.827	129.827	130.634	129.756	130.634	130.634	129.756	130.408	129.969	129.969	129.969	129.898	129.756	129.317	129.317	129.969	129.317	129.969	129.756	129.969	130.408	131.725	132.306	133.113	133.113	133.113	132.971	132.532	132.532	132.532	132.461	131.654	131.88	130.634	130.634	130.634	130.492	130.634	130.634	129.827	129.317	128	128.084	127.716	127.645	126.328	127.645	126.328	127.277	127.858	128.807	128.581	130.634	131.499	134.12	134.914	131.331	134.475	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	135.069	
134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	136.031	136.767	136.767	136.625	136.186	134.798	134.359	134.217	132.532	132.39	130.634	130.492	129.685	128.665	127.858	127.858	127.858	128.439	128.439	128.439	128.807	128.807	128.807	128.807	128.807	128.439	128.439	128.439	128.807	128.807	128.807	128.807	128.807	128	128	128.807	128.807	128.807	128.807	129.685	129.685	130.492	130.492	130.492	130.492	131.738	131.738	131.738	130.634	131.738	130.634	131.738	131.738	132.545	132.319	132.319	133.268	133.268	133.268	134.146	134.217	134.217	134.217	134.217	136.044	137.574	138.523	137.574	137.574	137.432	136.625	136.851	135.902	135.024	134.146	134.372	131.512	132.545	132.545	132.403	129.614	128.439	127.193	128	128.439	129.685	130.492	131.738	131.738	131.738	130.634	131.738	130.492	128.807	128	128	128	128.142	128.142	128.142	128	128	128	128.581	128.581	129.827	129.827	129.827	129.827	130.634	130.634	130.634	130.634	130.195	130.195	130.479	130.479	129.756	129.756	130.408	130.479	130.479	130.479	130.479	130.479	130.479	130.479	130.479	131.725	133.113	134.133	134.359	134.359	134.359	133.113	132.971	132.532	132.461	132.461	132.461	131.654	131.88	131.88	131.512	131.88	130.195	129.317	129.317	128	127.716	127.277	126.328	127.503	127.503	127.645	127.645	127.277	128.665	128.807	130.492	131.725	134.346	134.843	135.069	130.014	135.069	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	135.069	
134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	134.785	136.031	136.767	137.574	137.432	136.625	136.044	134.798	132.39	132.461	132.319	130.634	129.685	128.807	127.858	127.419	127.858	127.858	128	128.439	128.439	128.807	128.807	128.807	128.807	128.807	128.439	128.439	128.439	128.807	128.807	128.807	128.807	128.807	128	128	128.807	128.807	128.807	128.807	129.685	129.685	130.492	130.492	130.492	130.492	131.738	131.738	131.738	131.738	132.545	132.545	132.545	132.319	133.126	131.512	133.268	133.707	134.146	134.217	135.024	135.024	135.024	134.798	134.798	136.625	139.472	140.492	139.472	139.33	138.523	137.574	137.432	136.851	136.044	135.024	134.953	134.372	132.984	132.545	132.403	131.37	128.807	127.193	128	128.807	130.492	131.738	132.545	132.984	132.984	132.984	132.545	131.738	130.492	128.807	128.439	128	128	128.142	128.142	128.142	128.142	128.581	128.439	128.581	129.827	129.827	129.317	129.756	129.756	130.634	130.634	130.408	130.408	130.479	130.479	131.725	131.725	131.951	131.073	132.532	132.532	132.532	132.532	131.725	131.725	130.479	130.479	131.499	133.113	134.133	134.359	134.359	134.359	134.359	134.217	132.971	133.268	131.073	132.461	132.461	132.319	131.88	131.88	131.583	131.073	130.337	129.827	128.807	127.858	127.716	127.206	126.186	126.625	127.432	127.645	128.084	128.523	129.911	130.492	131.654	134.275	135.069	135.069	135.069	134.63	135.069	135.069	132.648	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	134.843	135.069	
